,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,OUTAGE.START,OUTAGE.RESTORATION
1171,1166,2008,7,California,CA,WECC,West,-0.4,normal,equipment failure,generator trip,,179,240,,14.4,13.97,11.24,13.62,9334131,12179013,4701134,26288469,35.5065599293744,46.3283464700816,17.8828748072016,12941717,1807261,77326,14826792,87.28602249225591,12.1891573038861,0.5215288647739849,54713,48401,1.13041052870808,-0.5,29081,2002744,1.45205777673033,11.3,36604337,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2008-07-10 14:22:00,2008-07-10 17:21:00
1172,1167,2010,12,California,CA,WECC,West,-1.4,cold,system operability disruption,,,1524,464,,14.96,11.47,8.59,12.17,7965588,10109248,4153631,22299203,35.7214022402505,45.3345709261448,18.6268137027139,12947917,1814634,75160,14837724,87.26349809445169,12.229867599639945,0.5065466913928308,51733,47287,1.09402161270539,-0.1,28360,1931514,1.46827825218973,11.5,37334079,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2010-12-14 07:36:00,2010-12-15 09:00:00
1173,1168,2013,7,California,CA,WECC,West,-0.3,normal,intentional attack,,,78,0,0,16.83,16.35,12.92,15.78,9256055,10956156,5348874,25635015,36.1070785408161,42.7390270690304,20.8654997861324,13256426,1691627,159483,15107549,87.74703295683503,11.197229941137374,1.05565105233152,53487,48396,1.10519464418547,1.6,27856,2055578,1.35514196007157,12.3,38414128,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2013-07-03 09:34:00,2013-07-03 10:52:00
1174,1169,2010,12,California,CA,WECC,West,-1.4,cold,islanding,,,268,22,7077,14.96,11.47,8.59,12.17,7965588,10109248,4153631,22299203,35.7214022402505,45.3345709261448,18.6268137027139,12947917,1814634,75160,14837724,87.26349809445169,12.229867599639945,0.5065466913928308,51733,47287,1.09402161270539,-0.1,28360,1931514,1.46827825218973,11.5,37334079,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2010-12-03 21:32:00,2010-12-04 02:00:00
1175,1170,2010,3,California,CA,WECC,West,0.9,warm,system operability disruption,,,39,324,,14.78,11.67,8.9,12.18,7093133,9654848,4043957,20861122,34.0016850483881,46.281537493525,19.3851366192096,12947917,1814634,75160,14837724,87.26349809445169,12.229867599639945,0.5065466913928308,51733,47287,1.09402161270539,-0.1,28360,1931514,1.46827825218973,11.5,37334079,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2010-03-31 23:59:00,2010-04-01 00:38:00
1176,1171,2015,2,California,CA,WECC,West,0.5,warm,intentional attack,vandalism,,1,,,17.15,13.98,10.68,14.39,6111278,8331092,3566742,18076185,33.8084501790616,46.0887737097181,19.7317188333711,13380684,1685688,148069,15214454,87.94718495977575,11.07951688571933,0.9732127094406412,56365,49844,1.13082818393387,3.2,26426,2249711,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-02-04 11:55:00,2015-02-04 11:56:00
1177,1172,2010,1,California,CA,WECC,West,1.3,warm,severe weather,storm,,14190,290,1700000,15.18,11.27,8.74,12.29,7629453,9020796,3537872,20256041,37.6650748287881,44.5338553570266,17.4657624360061,12947917,1814634,75160,14837724,87.26349809445169,12.229867599639945,0.5065466913928308,51733,47287,1.09402161270539,-0.1,28360,1931514,1.46827825218973,11.5,37334079,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2010-01-18 11:30:00,2010-01-28 08:00:00
1178,1173,2002,2,California,CA,WECC,West,0,normal,system operability disruption,,,47,300,255000,12.58,11.74,8.37,11.17,6149996,7382474,3718731,17781301,34.5868730302693,41.5181881235799,20.9137171683894,11920437,1556840,83739,13625729,87.48476503532399,11.425737294496315,0.6145652830758633,48417,45097,1.0736190877442,1.3,28040,1688390,1.66075373580749,9.9,34871843,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2002-02-27 10:48:00,2002-02-27 11:35:00
1179,1174,2004,10,California,CA,WECC,West,0.7,warm,system operability disruption,transmission interruption,,161,103,59458,11.43,12.24,9.79,11.48,6601505,10100146,4150553,20927036,31.5453416336647,48.2636241462957,19.8334489413599,12270811,1697928,82065,14051183,87.3293800244435,12.08387934311296,0.5840433506559555,51424,47037,1.09326700257244,3.2,29617,1829371,1.61897176679853,11.7,35574576,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2004-10-28 15:27:00,2004-10-28 18:08:00
1180,1175,2004,12,California,CA,WECC,West,0.7,warm,severe weather,,,900,100,95000,12.4,9.12,8.45,10.08,7581734,11293413,3980363,22930603,33.0638230490493,49.2503969476947,17.3583006081436,12270811,1697928,82065,14051183,87.3293800244435,12.08387934311296,0.5840433506559555,51424,47037,1.09326700257244,3.2,29617,1829371,1.61897176679853,11.7,35574576,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2004-12-27 07:50:00,2004-12-27 22:50:00
1181,1176,2010,1,California,CA,WECC,West,1.3,warm,severe weather,storm,,6070,,147223,15.18,11.27,8.74,12.29,7629453,9020796,3537872,20256041,37.6650748287881,44.5338553570266,17.4657624360061,12947917,1814634,75160,14837724,87.26349809445169,12.229867599639945,0.5065466913928308,51733,47287,1.09402161270539,-0.1,28360,1931514,1.46827825218973,11.5,37334079,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2010-01-20 13:00:00,2010-01-24 18:10:00
1182,1177,2012,4,California,CA,WECC,West,-0.4,normal,intentional attack,vandalism,,697,0,0,14.66,11.93,9.65,12.37,6235682,8991371,3665535,18947640,32.9100721778543,47.4537778847392,19.3456018797064,13101887,1834779,73805,15010483,87.28491281726244,12.223317530821626,0.49168970778621846,52660,48156,1.0935293629039,1.4,27150,2004400,1.35452005587707,12,38056055,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2012-04-17 06:11:00,2012-04-17 17:48:00
1183,1178,2008,12,California,CA,WECC,West,-0.7,cold,system operability disruption,,,234,110,50000,13.7,11.11,9.11,11.64,7904059,10297134,4174656,22447753,35.2109139832392,45.8715578347641,18.5972110437958,12941717,1807261,77326,14826792,87.28602249225591,12.1891573038861,0.5215288647739849,54713,48401,1.13041052870808,-0.5,29081,2002744,1.45205777673033,11.3,36604337,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2008-12-26 11:40:00,2008-12-26 15:34:00
1184,1179,2012,10,California,CA,WECC,West,0.3,normal,islanding,,,14,3,2035,14.22,13.52,10.95,13.29,8190791,11313046,4253062,23816739,34.3909004503093,47.5003987741563,17.8574489143959,13101887,1834779,73805,15010483,87.28491281726244,12.223317530821626,0.49168970778621846,52660,48156,1.0935293629039,1.4,27150,2004400,1.35452005587707,12,38056055,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2012-10-14 10:36:00,2012-10-14 10:50:00
1185,1180,2003,12,California,CA,WECC,West,0.3,normal,severe weather,winter storm,,5910,160,241000,12.45,11.38,8.91,11.26,7509197,9168151,4119575,20861667,35.9951915635505,43.9473556930997,19.7471036231189,12143454,1772887,82579,13999457,86.74232150575556,12.663969752541115,0.5898728786409358,49815,45858,1.08628810676436,2.9,28280,1756127,1.61036189296104,10.8,35253159,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2003-12-28 21:00:00,2004-01-01 23:30:00
1186,1181,2014,5,California,CA,WECC,West,-0.1,normal,severe weather,wildfire,,,,426,16.46,14.65,11.35,14.47,6398637,9731089,4512087,20712609,30.8924723099828,46.9814739417907,21.7842522880628,13256068,1676201,146944,15079226,87.90947227662747,11.115961787428612,0.9744797246224707,54606,49091,1.11234238455114,2.1,26449,2118858,1.24826675501615,11.7,38792291,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2014-05-14 15:34:00,
1187,1182,2003,10,California,CA,WECC,West,0.3,normal,severe weather,wildfire,,34390,,108000,10.47,11.64,9.17,10.72,7096893,10217148,4590049,21974546,32.2959709838829,46.4953769693353,20.8880265376131,12143454,1772887,82579,13999457,86.74232150575556,12.663969752541115,0.5898728786409358,49815,45858,1.08628810676436,2.9,28280,1756127,1.61036189296104,10.8,35253159,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2003-10-26 01:44:00,2003-11-18 22:54:00
1188,1183,2009,10,California,CA,WECC,West,0.9,warm,system operability disruption,transmission interruption,,40,180,,13.85,13.49,11.51,13.23,7602646,10914120,4135246,22723895,33.45661472208,48.0292661095292,18.1977869550973,12910857,1801936,76223,14789510,87.29739524838888,12.183878979087204,0.5153855672026997,51775,46680,1.10914738646101,-5.4,27376,1913674,1.43054668663524,11.9,36961229,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2009-10-09 18:30:00,2009-10-09 19:10:00
1189,1184,2015,7,California,CA,WECC,West,1.2,warm,severe weather,,,166,160,78164,18.01,18.39,14.24,17.4,9163974,10787757,4964581,24988989,36.6720478367492,43.1700418132162,19.8670742541845,13380684,1685688,148069,15214454,87.94718495977575,11.07951688571933,0.9732127094406412,56365,49844,1.13082818393387,3.2,26426,2249711,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-07-18 19:59:00,2015-07-18 22:45:00
1190,1185,2007,5,California,CA,WECC,West,-0.2,normal,equipment failure,generator trip,,182,140,,14.15,12.19,9.58,12.24,6531456,10219356,4355890,21178613,30.8398666144945,48.2531882517519,20.5673997631479,12819149,1785796,78620,14684071,87.29969366124693,12.161450322597869,0.5354101052766634,55008,49126,1.11973293164516,0.9,29272,1994044,1.46797161948282,11.7,36250311,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2007-05-21 13:48:00,2007-05-21 16:50:00
1191,1186,2008,2,California,CA,WECC,West,-1.3,cold,equipment failure,,,829,,,13.36,11.08,9.25,11.55,7175468,9022564,3702927,19970292,35.9307114788307,45.1799302684207,18.5421775505336,12941717,1807261,77326,14826792,87.28602249225591,12.1891573038861,0.5215288647739849,54713,48401,1.13041052870808,-0.5,29081,2002744,1.45205777673033,11.3,36604337,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2008-02-01 06:00:00,2008-02-01 19:49:00
1192,1187,2015,12,California,CA,WECC,West,2.3,warm,severe weather,,,15,24,9956,17.3,13.77,10.66,14.48,7810786,9634634,3860786,21384185,36.5259933918454,45.0549506562911,18.0543986128066,13380684,1685688,148069,15214454,87.94718495977575,11.07951688571933,0.9732127094406412,56365,49844,1.13082818393387,3.2,26426,2249711,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-12-10 03:53:00,2015-12-10 04:08:00
1193,1188,2004,8,California,CA,WECC,West,0.6,warm,equipment failure,substation,,64,480,182000,12.5,12.86,9.93,12.16,8468789,11294946,4668211,24507429,34.5560074865462,46.0878454447425,19.04814658445,12270811,1697928,82065,14051183,87.3293800244435,12.08387934311296,0.5840433506559555,51424,47037,1.09326700257244,3.2,29617,1829371,1.61897176679853,11.7,35574576,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2004-08-04 12:46:00,2004-08-04 13:50:00
1194,1189,2005,11,California,CA,WECC,West,-0.5,cold,severe weather,wildfire,,13,136,,12.8,10.98,9.08,11.14,6205863,9496903,4135387,19907608,31.1733232842439,47.7048925214923,20.7728974771856,12480545,1720108,79896,14280835,87.39366430604373,12.044869925322994,0.5594630846165508,53092,48090,1.10401330838012,3.2,27034,1902194,1.42120099211752,11.8,35827943,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2005-11-03 18:47:00,2005-11-03 19:00:00
1195,1190,2012,6,California,CA,WECC,West,-0.1,normal,intentional attack,vandalism,,245,,,15.92,15.19,11.19,14.67,7148505,10769447,4039228,22015226,32.4707318471316,48.9181759932876,18.347429183784,13101887,1834779,73805,15010483,87.28491281726244,12.223317530821626,0.49168970778621846,52660,48156,1.0935293629039,1.4,27150,2004400,1.35452005587707,12,38056055,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2012-06-02 07:30:00,2012-06-02 11:35:00
1196,1191,2009,12,California,CA,WECC,West,1.3,warm,equipment failure,,,1080,400,,14.73,11.31,9.3,12.21,8064319,10031863,3778341,21942679,36.7517521447586,45.7184968161818,17.2191417465479,12910857,1801936,76223,14789510,87.29739524838888,12.183878979087204,0.5153855672026997,51775,46680,1.10914738646101,-5.4,27376,1913674,1.43054668663524,11.9,36961229,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2009-12-07 22:00:00,2009-12-08 16:00:00
1197,1192,2001,3,California,CA,WECC,West,-0.4,normal,system operability disruption,,,,,430984,11.29,10.71,7.7,9.89,6527290,8008690,5914543,21351409,30.5707693576569,37.5089531562062,27.7009493846519,11837589,1547691,84189,13530807,87.48620093391325,11.438275632783764,0.6222023564448151,47786,44719,1.06858382343076,-1.7,18761,1647632,1.13866445905396,9.8,34479458,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2001-03-19 11:50:00,
1198,1193,2009,10,California,CA,WECC,West,0.9,warm,severe weather,wind/rain,,390,350,859554,13.85,13.49,11.51,13.23,7602646,10914120,4135246,22723895,33.45661472208,48.0292661095292,18.1977869550973,12910857,1801936,76223,14789510,87.29739524838888,12.183878979087204,0.5153855672026997,51775,46680,1.10914738646101,-5.4,27376,1913674,1.43054668663524,11.9,36961229,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2009-10-13 16:00:00,2009-10-13 22:30:00
1199,1194,2010,7,California,CA,WECC,West,-0.9,cold,severe weather,wildfire,,47,522,,15.02,15.27,11.11,14.39,8105267,11041978,4398786,23616311,34.3206311942623,46.7557274292331,18.6260504445423,12947917,1814634,75160,14837724,87.26349809445169,12.229867599639945,0.5065466913928308,51733,47287,1.09402161270539,-0.1,28360,1931514,1.46827825218973,11.5,37334079,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2010-07-29 18:39:00,2010-07-29 19:26:00
1200,1195,2008,7,California,CA,WECC,West,-0.4,normal,equipment failure,generator trip,,269,160,,14.4,13.97,11.24,13.62,9334131,12179013,4701134,26288469,35.5065599293744,46.3283464700816,17.8828748072016,12941717,1807261,77326,14826792,87.28602249225591,12.1891573038861,0.5215288647739849,54713,48401,1.13041052870808,-0.5,29081,2002744,1.45205777673033,11.3,36604337,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2008-07-01 07:31:00,2008-07-01 12:00:00
1201,1196,2015,2,California,CA,WECC,West,0.5,warm,severe weather,wind,,,,65000,17.15,13.98,10.68,14.39,6111278,8331092,3566742,18076185,33.8084501790616,46.0887737097181,19.7317188333711,13380684,1685688,148069,15214454,87.94718495977575,11.07951688571933,0.9732127094406412,56365,49844,1.13082818393387,3.2,26426,2249711,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-02-06 20:58:00,
1202,1197,2009,6,California,CA,WECC,West,0.4,normal,islanding,,,400,1,70,14.77,14.85,11.29,14.13,7141058,10663737,4152206,22028050,32.4180215679554,48.4098093113099,18.8496303576576,12910857,1801936,76223,14789510,87.29739524838888,12.183878979087204,0.5153855672026997,51775,46680,1.10914738646101,-5.4,27376,1913674,1.43054668663524,11.9,36961229,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2009-06-05 13:38:00,2009-06-05 20:18:00
1203,1198,2010,8,California,CA,WECC,West,-1.2,cold,fuel supply emergency,Hydro,,660,,,15.19,14.99,10.88,14.28,8475164,11473500,4514076,24533682,34.5450144825387,46.7663190547591,18.3995048113854,12947917,1814634,75160,14837724,87.26349809445169,12.229867599639945,0.5065466913928308,51733,47287,1.09402161270539,-0.1,28360,1931514,1.46827825218973,11.5,37334079,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2010-08-02 12:00:00,2010-08-02 23:00:00
1204,1199,2011,3,California,CA,WECC,West,-0.7,cold,system operability disruption,transmission interruption,,213,295,165000,14.27,11.32,9.12,11.91,7399079,10030891,4015320,21515349,34.3897698336197,46.6220231891195,18.662583628088,13002980,1818049,73297,14894339,87.30149085501544,12.206308719037482,0.4921131444638127,51936,47586,1.091413440928,0.4,29137,1958105,1.48802030534624,11.9,37700034,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2011-03-27 13:27:00,2011-03-27 17:00:00
1205,1200,2009,4,California,CA,WECC,West,-0.1,normal,fuel supply emergency,,,,,,13.96,12.02,9.74,12.17,6379284,9601854,3932509,19983832,31.9222259274397,48.0481120938166,19.6784530614549,12910857,1801936,76223,14789510,87.29739524838888,12.183878979087204,0.5153855672026997,51775,46680,1.10914738646101,-5.4,27376,1913674,1.43054668663524,11.9,36961229,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2009-04-23 00:00:00,
1206,1201,2008,11,California,CA,WECC,West,-0.6,cold,system operability disruption,,,761,250,140000,14.22,12.42,10.13,12.48,5969992,9278035,4059979,19377182,30.8093922016112,47.8812399037177,20.9523706801123,12941717,1807261,77326,14826792,87.28602249225591,12.1891573038861,0.5215288647739849,54713,48401,1.13041052870808,-0.5,29081,2002744,1.45205777673033,11.3,36604337,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2008-11-07 11:13:00,2008-11-07 23:54:00
1207,1202,2005,12,California,CA,WECC,West,-0.7,cold,severe weather,storm,,8100,800,1667316,12.91,10.79,8.95,11.15,7337332,9846338,4132880,21387224,34.3070797780956,46.0384105950356,19.32406000891,12480545,1720108,79896,14280835,87.39366430604373,12.044869925322994,0.5594630846165508,53092,48090,1.10401330838012,3.2,27034,1902194,1.42120099211752,11.8,35827943,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2005-12-31 06:00:00,2006-01-05 21:00:00
1208,1203,2006,7,California,CA,WECC,West,0.1,normal,severe weather,heatwave,,180,414,,16.65,15.45,11.53,15.17,9522035,11096507,4509721,25206304,37.7764030775793,44.022745262455,17.8912426034376,12689438,1751882,79036,14520869,87.38759367638397,12.064580983410842,0.5442924937894558,54508,48909,1.1144779079515,2.7,29047,1963442,1.4793918027627,11.9,36021202,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2006-07-24 14:33:00,2006-07-24 17:33:00
1209,1204,2009,4,California,CA,WECC,West,-0.1,normal,system operability disruption,HVSubstation interruption,,124,512,280000,13.96,12.02,9.74,12.17,6379284,9601854,3932509,19983832,31.9222259274397,48.0481120938166,19.6784530614549,12910857,1801936,76223,14789510,87.29739524838888,12.183878979087204,0.5153855672026997,51775,46680,1.10914738646101,-5.4,27376,1913674,1.43054668663524,11.9,36961229,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2009-04-23 17:54:00,2009-04-23 19:58:00
1210,1205,2012,7,California,CA,WECC,West,0.1,normal,fuel supply emergency,Hydro,,4320,,0,15.22,14.8,11.21,14.26,8137821,10817466,4320578,23334005,34.8753718017974,46.3592340877616,18.5162298542406,13101887,1834779,73805,15010483,87.28491281726244,12.223317530821626,0.49168970778621846,52660,48156,1.0935293629039,1.4,27150,2004400,1.35452005587707,12,38056055,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2012-07-07 04:00:00,2012-07-10 04:00:00
1211,1206,2002,12,California,CA,WECC,West,1.1,warm,severe weather,winter storm,,2820,56,385000,13.31,12.35,9.25,11.94,6267748,8204164,4045259,19022242,32.9495755547637,43.1293219800274,21.2659422585413,11920437,1556840,83739,13625729,87.48476503532399,11.425737294496315,0.6145652830758633,48417,45097,1.0736190877442,1.3,28040,1688390,1.66075373580749,9.9,34871843,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2002-12-19 06:00:00,2002-12-21 05:00:00
1212,1207,2012,12,California,CA,WECC,West,-0.2,normal,intentional attack,,,3100,250,125000,15.49,11.81,9.54,12.67,7140635,9410815,3726081,20333685,35.1172696931225,46.2818962721219,18.3246715978929,13101887,1834779,73805,15010483,87.28491281726244,12.223317530821626,0.49168970778621846,52660,48156,1.0935293629039,1.4,27150,2004400,1.35452005587707,12,38056055,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2012-12-02 05:20:00,2012-12-04 09:00:00
1213,1208,2016,3,California,CA,WECC,West,1.6,warm,fuel supply emergency,,,49427,0,0,17.66,13.83,10.39,14.34,6448036,9366373,4149987,20033300,32.1865893287676,46.7540195574369,20.7154437860961,13445133,1692326,148549,15286023,87.95703761534311,11.071067994598724,0.9717962611988743,58974,50660,1.16411369917094,4.6,27735,2317466,1.19678131200199,12,39296476,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2016-03-03 11:00:00,2016-04-06 19:47:00
1214,1209,2015,10,California,CA,WECC,West,2,warm,severe weather,,,989,88,55677,14.98,17.12,13.77,15.7,8424265,10938696,4683569,24125319,34.9187714367632,45.3411455409149,19.4135008121551,13380684,1685688,148069,15214454,87.94718495977575,11.07951688571933,0.9732127094406412,56365,49844,1.13082818393387,3.2,26426,2249711,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-10-18 07:00:00,2015-10-18 23:29:00
1215,1210,2003,7,California,CA,WECC,West,0.1,normal,equipment failure,generator trip,,125,200,1,13.5,15.19,11.54,13.84,8175183,10437316,4640659,23328704,35.0434511921451,44.7402307474946,19.8924852405003,12143454,1772887,82579,13999457,86.74232150575556,12.663969752541115,0.5898728786409358,49815,45858,1.08628810676436,2.9,28280,1756127,1.61036189296104,10.8,35253159,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2003-07-02 13:54:00,2003-07-02 15:59:00
1216,1211,2015,7,California,CA,WECC,West,1.2,warm,islanding,,,44,,484,18.01,18.39,14.24,17.4,9163974,10787757,4964581,24988989,36.6720478367492,43.1700418132162,19.8670742541845,13380684,1685688,148069,15214454,87.94718495977575,11.07951688571933,0.9732127094406412,56365,49844,1.13082818393387,3.2,26426,2249711,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-07-27 03:52:00,2015-07-27 04:36:00
1217,1212,2012,8,California,CA,WECC,West,0.3,normal,islanding,,,26,5,127,16.46,15.52,11.72,15.2,9781833,11910689,4479721,26232375,37.289162723543,45.4045392382504,17.0770698421321,13101887,1834779,73805,15010483,87.28491281726244,12.223317530821626,0.49168970778621846,52660,48156,1.0935293629039,1.4,27150,2004400,1.35452005587707,12,38056055,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2012-08-04 03:55:00,2012-08-04 04:21:00
1218,1213,2005,7,California,CA,WECC,West,0,normal,system operability disruption,,,245,206,133900,13.16,14.15,10.99,13.16,7819935,10334542,4513970,22741963,34.385488183232,45.442611968017,19.8486383959028,12480545,1720108,79896,14280835,87.39366430604373,12.044869925322994,0.5594630846165508,53092,48090,1.10401330838012,3.2,27034,1902194,1.42120099211752,11.8,35827943,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2005-07-22 13:55:00,2005-07-22 18:00:00
1219,1214,2000,6,California,CA,WECC,West,-0.7,cold,system operability disruption,,,,130,32000,11.12,10.87,7.32,9.81,6985338,8335959,5773609,21784929,32.0650023692985,38.2647976497881,26.5027671194154,11091616,1371137,42222,12537831,88.46518987215572,10.935998419503342,0.3367568122428831,48635,44745,1.08693708794279,6,29581,1653021,1.78951144601309,10,33987977,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2000-06-14 13:13:00,
1220,1215,2015,3,California,CA,WECC,West,0.6,warm,islanding,,,98,15,,17.04,13.91,10.74,14.28,6416038,9375296,3870867,19731468,32.5167797956037,47.514437344449,19.6177344736844,13380684,1685688,148069,15214454,87.94718495977575,11.07951688571933,0.9732127094406412,56365,49844,1.13082818393387,3.2,26426,2249711,1.17463976484091,11.8,39144818,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2015-03-26 15:21:00,2015-03-26 16:59:00
1221,1216,2014,5,California,CA,WECC,West,-0.1,normal,intentional attack,,,1,,,16.46,14.65,11.35,14.47,6398637,9731089,4512087,20712609,30.8924723099828,46.9814739417907,21.7842522880628,13256068,1676201,146944,15079226,87.90947227662747,11.115961787428612,0.9744797246224707,54606,49091,1.11234238455114,2.1,26449,2118858,1.24826675501615,11.7,38792291,94.95,5.22,4303.7,2124.1,12.7,5.28,0.59,95.1641772809188,4.83582271908122,1.73065762546199,2014-05-08 08:39:00,2014-05-08 08:40:00
